,jumlah_peserta_skb,jumlah_formasi,jumlah_metode_skb,peserta_total,peserta_hadir,peserta_th,hasil_tl,hasil_tms,hasil_tms-1,hasil_aps,lulus_akhir,sisa_formasi,tms1_terbaik,kode_jabatan,jabatan,kode_lokasi,lokasi_formasi,jenis_formasi,pendidikan
114,2,2,0,2,2,0,0,0,1,0,1,1,1,12400338,PENGELOLA KEMAHASISWAAN ATAU ALUMNI 18,30102239,2239. POLITEKNIK NEGERI KUPANG BAGIAN ADMINISTRASI AKADEMIK DAN KEMAHASISWAAN ,U - UMUM 2,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK / (4470161) D-III
STATISTIK"
115,1,1,0,1,1,0,0,0,1,0,0,1,1,12400338,PENGELOLA KEMAHASISWAAN ATAU ALUMNI 18,30102239,2239. POLITEKNIK NEGERI KUPANG BAGIAN ADMINISTRASI AKADEMIK DAN KEMAHASISWAAN ,8 - PENYANDANG DISABILITAS 1,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4413040) D-III ADMINISTRASI PERKANTORAN / (4417093) D-III TEKNIK
INFORMATIKA / (4470137) D-III ADMINISTRASI PUBLIK / (4470161) D-III
STATISTIK"
116,1,3,0,1,1,0,0,0,1,0,0,3,1,12400339,PENGELOLA PENDIDIK DAN TENAGA KEPENDIDIKAN 18,30101313,1313. PUSAT PENGEMBANGAN DAN PEMBERDAYAAN PENDIDIK DAN TENAGA KEPENDIDIKAN BAHASA DIREKTORAT JENDERAL GURU DAN TENAGA KEPENDIDIKAN ,U - UMUM 3,"(4100472) D-III ADMINISTRASI NEGARA / (4400206) D-III MANAJEMEN /
(4401059) D-III MANAJEMEN ADMINISTRASI / (4450080) D-III MANAJEMEN
SUMBER DAYA MANUSIA"
117,3,1,0,3,2,1,0,0,2,0,0,1,1,12800093,TEKNISI PRODUKSI 10,30101393,1393. BALAI PELESTARIAN NILAI BUDAYA JAWA BARAT DIREKTORAT JENDERAL KEBUDAYAAN ,U - UMUM 1,"(4100620) D-III FILM DAN TELEVISI / (4475182) D-III MANAJEMEN
PRODUKSI / (4609102) D-III PENYIARAN"
118,1,2,0,1,1,0,0,0,1,0,0,2,1,12900003,PENGELOLA BAHAN PUSTAKA 18,30105675,5675. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEDOKTERAN ,U - UMUM 2,"(4100018) D-III TEKNISI PERPUSTAKAAN / (4100624) D-III INFORMASI
PERPUSTAKAAN DAN KEARSIPAN / (4416100) D-III PERPUSTAKAAN /
(4609094) D-III PERPUSTAKAAN DAN INFORMASI"
119,2,1,0,2,2,0,0,0,2,0,0,1,1,12900003,PENGELOLA BAHAN PUSTAKA 18,30101723,"1723. INSTITUT TEKNOLOGI KALIMANTAN 1
",U - UMUM 1,"(4100018) D-III TEKNISI PERPUSTAKAAN / (4100624) D-III INFORMASI
PERPUSTAKAAN DAN KEARSIPAN / (4416100) D-III PERPUSTAKAAN /
(4609094) D-III PERPUSTAKAAN DAN INFORMASI"
120,3,1,0,3,3,0,0,0,3,0,0,1,1,13700005,PRANATA FOTOGRAFI 1,30101271,"1271. SEKRETARIAT JENDERAL 1
",U - UMUM 1,(4400173) D-III KOMUNIKASI / (4420050) D-III ILMU KOMUNIKASI
121,2,2,0,2,2,0,0,0,2,0,0,2,2,4088345,PENGELOLA DATA 7,30102804,2804. POLITEKNIK PERTANIAN NEGERI SAMARINDA BAGIAN UMUM ,U - UMUM 2,"(4100558) D-III TEKNIK KOMPUTER / (4450070) D-III SISTEM INFORMASI /
(4470071) D-III KOMPUTER DAN SISTEM INFORMASI"
122,3,1,0,3,1,2,0,0,1,0,0,1,1,4088345,PENGELOLA DATA 7,30106242,6242. LL DIKTI WILAYAH IV SEKRETARIAT LL DIKTI WILAYAH IV BAGIAN TATA USAHA ,U - UMUM 1,"(4100558) D-III TEKNIK KOMPUTER / (4417093) D-III TEKNIK INFORMATIKA /
(4450070) D-III SISTEM INFORMASI / (4470071) D-III KOMPUTER DAN
SISTEM INFORMASI"
123,4,5,0,4,4,0,0,0,2,0,2,3,2,JFDO50002,ASISTEN AHLI,30103474,"3474. UNIVERSITAS KHAIRUN FAKULTAS TEKNIK 5
",U - UMUM 5,"(7103741) S-2 TEKNIK SIPIL KONSENTRASI AIR / (7109103) S-2 TEKNIK SIPIL
/ (7109105) S-2 TEKNIK KIMIA / (7109109) S-2 TEKNIK LINGKUNGAN /
(9501404) S-2 TEKNIK SIPIL KONSENTRASI KONSTRUKSI"
124,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105580,5580. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,(7199007) S-2 ADMINISTRASI PEMBANGUNAN
125,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103292,"3292. UNIVERSITAS JEMBER FAKULTAS HUKUM 2
",9 - LULUSAN TERBAIK 1,(7123010) S-2 ILMU HUKUM
126,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104171,4171. UNIVERSITAS NEGERI JAKARTA FAKULTAS BAHASA DAN SENI ,U - UMUM 1,(7110600) S-2 PENDIDIKAN SENI
127,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105552,"5552. UNIVERSITAS SRIWIJAYA FAKULTAS TEKNIK 2
",U - UMUM 2,(7109105) S-2 TEKNIK KIMIA
128,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102200,2200. POLITEKNIK NEGERI JEMBER JURUSAN PRODUKSI PERTANIAN ,U - UMUM 1,(7100951) S-2 KLIMATOLOGI TERAPAN
129,4,4,0,4,4,0,0,0,4,0,0,4,4,JFDO50002,ASISTEN AHLI,30104770,"4770. UNIVERSITAS PALANGKARAYA FAKULTAS HUKUM 5
",U - UMUM 4,(7199017) S-2 HUKUM / (9500599) S-2 HUKUM KONSENTRASI PIDANA
130,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30101705,1705. INSTITUT SENI INDONESIA YOGYAKARTA FAKULTAS SENI RUPA ,U - UMUM 1,(7110031) S-2 TEKNIK INDUSTRI / (7199369) S-2 TEKNIK MESIN
131,2,3,0,2,2,0,0,0,1,0,1,2,1,JFDO50002,ASISTEN AHLI,30103468,"3468. UNIVERSITAS KHAIRUN FAKULTAS PERTANIAN 3
",U - UMUM 3,"(7100648) S-2 TEKNOLOGI HASIL PERKEBUNAN / (7109126) S-2 TEKNOLOGI
HASIL PERTANIAN / (7113122) S-2 BIOLOGICAL SCIENCE"
132,2,2,0,2,2,0,0,0,2,0,0,2,2,JFDO50002,ASISTEN AHLI,30101746,1746. INSTITUT TEKNOLOGI KALIMANTAN JURUSAN SAINS TEKNOLOGI PANGAN DAN KEMARITIMAN ,U - UMUM 2,"(7199410) S-2 TEKNIK PERKAPALAN / (9500982) S-2 NAVAL ARCHITECTURE
/ (9500983) S-2 NAVAL ARCHITECTURE AND MARINE ENGINEERING"
133,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30101561,1561. AKADEMI KOMUNITAS NEGERI SENI DAN BUDAYA YOGYAKARTA JURUSAN KRIYA ,U - UMUM 5,(9501574) S-2 PENCIPTAAN DAN PENGKAJIAN SENI (KRIYA SENI)
134,8,3,0,8,8,0,0,0,7,0,1,2,2,JFDO50002,ASISTEN AHLI,30103149,3149. UNIVERSITAS CENDERAWASIH FAKULTAS KESEHATAN MASYARAKAT ,U - UMUM 3,"(7101182) S-2 KESEHATAN REPRODUKSI / (7199152) S-2 GIZI KLINIK /
(7199902) S-2 MANAJEMEN RUMAH SAKIT / (9500465) S-2 BIOSTATISTIK
KESEHATAN"
135,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30101647,1647. INSTITUT SENI INDONESIA SURAKARTA FAKULTAS SENI RUPA DAN DESAIN ,U - UMUM 1,"(7100676) S-2 KAJIAN BUDAYA DAN MEDIA / (7113020) S-2 PENGKAJIAN
SENI / (7199674) S-2 PENCIPTAAN DAN PENGKAJIAN SENI"
136,4,2,0,4,4,0,0,0,3,0,1,1,1,JFDO50002,ASISTEN AHLI,30103662,3662. UNIVERSITAS MALIKUSSALEH FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 2,(7146010) S-2 ILMU KOMUNIKASI
137,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30104805,4805. UNIVERSITAS PALANGKARAYA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 2,"(7102215) S-2 KEGURUAN OLAH RAGA / (7110200) S-2 PENDIDIKAN OLAH
RAGA / (7113177) S-2 KEOLAHRAGAAN"
138,3,5,0,3,3,0,0,0,2,0,1,4,2,JFDO50002,ASISTEN AHLI,30102592,2592. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK ELEKTRO ,U - UMUM 5,"(7100460) S-2 TEKNIK TELEKOMUNIKASI / (7102172) S-2 TEKNIK ELEKTRO
/ (9501311) S-2 TEKNIK ENERGI TERBARUKAN"
139,5,4,0,5,4,1,0,0,2,0,2,2,2,JFDO50002,ASISTEN AHLI,30103717,"3717. UNIVERSITAS MALIKUSSALEH FAKULTAS TEKNIK 5
",U - UMUM 4,(7110031) S-2 TEKNIK INDUSTRI
140,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105834,5834. UNIVERSITAS TADULAKO FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,(7100298) S-2 PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN
141,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104247,4247. UNIVERSITAS NEGERI MAKASSAR FAKULTAS ILMU KEOLAHRAGAAN ,9 - LULUSAN TERBAIK 1,"(9501055) S-2 PENDIDIKAN JASMANI DAN OLAHRAGA KONSENTRASI
PENDIDIKAN OLAHRAGA SEKOLAH DASAR"
142,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30105686,5686. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,"(7100807) S-2 PENDIDIKAN TEKNIK ELEKTRO / (9501087) S-2 PENDIDIKAN
TEKNOLOGI DAN KEJURUAN KONSENTRASI PENDIDIKAN TEKNIK ELEKTRO"
143,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30102995,"2995. UNIVERSITAS BENGKULU FAKULTAS TEKNIK 3
",U - UMUM 2,"(7100663) S-2 PERENCANAAN KOTA DAN WILAYAH / (7109111) S-2
ARSITEKTUR / (7109127) S-2 TEKNIK ARSITEKTUR / (9501132) S-2
PERENCANAAN KOTA"
144,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104824,4824. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,"(7153001) S-2 FISIKA / (9500564) S-2 FISIKA KONSENTRASI TEORI ATOM
DAN INTI"
145,5,5,0,5,5,0,0,0,2,0,3,2,2,JFDO50002,ASISTEN AHLI,30102632,2632. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK SIPIL ,U - UMUM 5,(7109111) S-2 ARSITEKTUR
146,8,5,0,8,8,0,0,0,4,0,4,1,1,JFDO50002,ASISTEN AHLI,30101581,1581. INSTITUT SENI BUDAYA INDONESIA ACEH JURUSAN SENI RUPA DAN DESAIN ,U - UMUM 5,"(7100066) S-2 DESAIN KOMUNIKASI VISUAL / (7100509) S-2 PENGKAJIAN
SENI PERTUNJUKAN DAN SENI RUPA / (7113059) S-2 PENGKAJIAN DESAIN /
(7199674) S-2 PENCIPTAAN DAN PENGKAJIAN SENI / (9501574) S-2
PENCIPTAAN DAN PENGKAJIAN SENI (KRIYA SENI)"
147,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104360,4360. UNIVERSITAS NEGERI MALANG FAKULTAS TEKNIK JURUSAN TEKNIK SIPIL ,U - UMUM 1,"(9501059) S-2 PENDIDIKAN KEJURUAN KONSENTRASI PENDIDIKAN TEKNIK
BANGUNAN"
148,2,1,0,2,1,1,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104716,4716. UNIVERSITAS NUSA CENDANA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,"(7145100) S-2 SOSIOLOGI / (7145300) S-2 SOSIOLOGI PEDESAAN /
(9500165) S-2 SOSIOLOGI PERKOTAAN"
149,5,4,0,5,5,0,0,0,2,0,3,1,1,JFDO50002,ASISTEN AHLI,30102083,2083. POLITEKNIK NEGERI FAKFAK JURUSAN AGROINDUSTRI ,U - UMUM 4,"(7100212) S-2 MEKANISASI / (7100348) S-2 PERTANIAN / (7101800) S-2
PERIKANAN / (7102411) S-2 ILMU PANGAN / (7106051) S-2 AGRIBISNIS /
(7109126) S-2 TEKNOLOGI HASIL PERTANIAN / (9500148) S-2 PROSESING"
150,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30104105,4105. UNIVERSITAS NEGERI GORONTALO FAKULTAS OLAHRAGA DAN KESEHATAN ,U - UMUM 1,(7102710) S-2 KESEHATAN DAN KESELAMATAN KERJA
151,4,5,0,4,4,0,0,0,2,0,2,3,2,JFDO50002,ASISTEN AHLI,30105866,5866. UNIVERSITAS TANJUNGPURA FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 5,(7200999) S-2 SOSIATRI / (9500996) S-2 PEMBANGUNAN SOSIAL
152,6,5,0,6,6,0,0,0,2,0,4,1,1,JFDO50002,ASISTEN AHLI,30102100,2100. POLITEKNIK NEGERI INDRAMAYU JURUSAN TEKNIK MESIN ,U - UMUM 5,(7199369) S-2 TEKNIK MESIN
153,4,4,0,4,4,0,0,0,3,0,1,3,3,JFDO50002,ASISTEN AHLI,30105459,5459. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS HUKUM ,U - UMUM 4,"(9500598) S-2 HUKUM KONSENTRASI PERDATA / (9500599) S-2 HUKUM
KONSENTRASI PIDANA / (9500600) S-2 HUKUM KONSENTRASI TATA
NEGARA"
154,5,2,0,5,5,0,0,0,4,0,1,1,1,JFDO50002,ASISTEN AHLI,30105572,"5572. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 2
",U - UMUM 2,(9500392) S-2 AKUNTANSI KONSENTRASI PERPAJAKAN
155,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30103422,3422. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PETERNAKAN ,U - UMUM 1,(7155020) S-2 BIOLOGI REPRODUKSI
156,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103422,3422. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS PETERNAKAN ,9 - LULUSAN TERBAIK 1,(7155020) S-2 BIOLOGI REPRODUKSI
157,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30102798,2798. POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH JURUSAN TEKNOLOGI PERTANIAN ,U - UMUM 2,"(7100756) S-2 SISTEM KOMPUTER / (9500154) S-2 REKAYASA PERANGKAT
LUNAK / (9501441) S-2 TEKNOLOGI KOMPUTER"
158,4,3,0,4,4,0,0,0,2,0,2,1,1,JFDO50002,ASISTEN AHLI,30103137,3137. UNIVERSITAS CENDERAWASIH FAKULTAS ILMU KEGURUAN DAN PENDIDIKAN ,U - UMUM 3,(7111010) S-2 PENDIDIKAN SEJARAH
159,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30102703,2703. POLITEKNIK PERIKANAN NEGERI TUAL JURUSAN TEKNOLOGI HASIL PERIKANAN ,U - UMUM 2,(7170000) S-2 MATEMATIKA
160,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102848,"2848. UNIVERSITAS ANDALAS FAKULTAS KEDOKTERAN 1
",U - UMUM 1,(5009003) SPESIALIS I ILMU KEDOKTERAN JIWA
161,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105434,"5434. UNIVERSITAS SILIWANGI FAKULTAS PERTANIAN 1
",U - UMUM 1,(7199347) S-2 MIKROBIOLOGI
162,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30103297,"3297. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",U - UMUM 1,(7111000) S-2 ILMU SEJARAH
163,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103297,"3297. UNIVERSITAS JEMBER FAKULTAS ILMU BUDAYA 2
",8 - PENYANDANG DISABILITAS 1,(7111000) S-2 ILMU SEJARAH
164,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30104242,4242. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,U - UMUM 2,"(7101300) S-2 MAGISTER MANAJEMEN / (9500914) S-2 MANAJEMEN
KONSENTRASI MANAJEMEN KEUANGAN MANAGEMENT"
165,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105247,5247. UNIVERSITAS RIAU FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,"(7100204) S-2 MANAJEMEN PARIWISATA / (7100346) S-2 PERHOTELAN /
(7101586) S-2 PSIKOLOGI INDUSTRI / (7103595) S-2 ILMU HUKUM BISNIS"
166,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30103553,3553. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS PERTANIAN ,U - UMUM 2,(7106060) S-2 ILMU TANAH
167,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30106011,"6011. UNIVERSITAS TIDAR FAKULTAS EKONOMI 2
",U - UMUM 1,(7101270) S-2 ILMU EKONOMI
168,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30106011,"6011. UNIVERSITAS TIDAR FAKULTAS EKONOMI 2
",9 - LULUSAN TERBAIK 1,(7101270) S-2 ILMU EKONOMI
169,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103750,3750. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 1,(7100010) S-2 ADMINISTRASI NIAGA
170,5,4,0,5,5,0,0,0,2,0,3,1,1,JFDO50002,ASISTEN AHLI,30102465,2465. POLITEKNIK NEGERI PADANG JURUSAN TEKNOLOGI INFORMASI ,U - UMUM 4,"(7101008) S-2 TEKNIK ELEKTRO KONSENTRASI TEKNIK KOMPUTER /
(7102172) S-2 TEKNIK ELEKTRO / (7199500) S-2 TEKNIK KOMPUTER /
(9501265) S-2 TEKNIK ELEKTRO DAN INFORMATIKA"
171,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102465,2465. POLITEKNIK NEGERI PADANG JURUSAN TEKNOLOGI INFORMASI ,9 - LULUSAN TERBAIK 1,"(7101008) S-2 TEKNIK ELEKTRO KONSENTRASI TEKNIK KOMPUTER /
(7102172) S-2 TEKNIK ELEKTRO / (7199500) S-2 TEKNIK KOMPUTER /
(9501265) S-2 TEKNIK ELEKTRO DAN INFORMATIKA"
172,5,3,0,5,5,0,0,0,3,0,2,1,1,JFDO50002,ASISTEN AHLI,30102607,2607. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK KIMIA ,U - UMUM 3,(7109105) S-2 TEKNIK KIMIA / (7199230) S-2 TEKNIK PERMINYAKAN
173,3,5,0,3,2,1,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30104005,4005. UNIVERSITAS MUSAMUS FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 5,"(7101220) S-2 AKUNTANSI / (7199348) S-2 PERPAJAKAN / (9500916) S-2
MANAJEMEN KONSENTRASI MANAJEMEN LOGISTIK / (9500934) S-2
MANAJEMEN PERPAJAKAN"
174,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30104915,"4915. UNIVERSITAS PAPUA FAKULTAS TEKNIK 3
",U - UMUM 2,(7100398) S-2 TEKNIK INFORMATIKA
175,5,2,0,5,4,1,0,0,3,0,1,1,1,JFDO50002,ASISTEN AHLI,30102201,2201. POLITEKNIK NEGERI JEMBER JURUSAN PRODUKSI PERTANIAN ,U - UMUM 2,(7106060) S-2 ILMU TANAH
176,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30104756,4756. UNIVERSITAS NUSA CENDANA FAKULTAS SAINS DAN TEKNIK ,U - UMUM 2,"(7101227) S-2 TEKNIK PERTAMBANGAN / (7104500) S-2 GEODESI /
(7104700) S-2 TEKNIK GEOLOGI / (7109109) S-2 TEKNIK LINGKUNGAN /
(7109121) S-2 TEKNIK GEOMATIKA / (7113060) S-2 PERTAMBANGAN /
(7131010) S-2 ILMU LINGKUNGAN / (7199222) S-2 REKAYASA
PERTAMBANGAN / (7199225) S-2 TEKNIK GEODESI / (7199227) S-2 TEKNIK
GEOFISIKA / (7199230) S-2 TEKNIK PERMINYAKAN / (9500050) S-2 ILMU
GEODESI / (9501320) S-2 TEKNIK GEOTERMAL"
177,9,5,0,9,9,0,0,0,5,0,4,1,1,JFDO50002,ASISTEN AHLI,30103887,"3887. UNIVERSITAS MULAWARMAN FAKULTAS FARMASI 6
",U - UMUM 5,(7102500) S-2 ILMU GIZI / (9500577) S-2 GIZI DAN KESEHATAN
178,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105180,5180. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS HUKUM DAN ILMU SOSIAL ,U - UMUM 1,"(7100123) S-2 ILMU HUKUM KONSENTRASI HUKUM PIDANA / (7290222) S-2
HUKUM PIDANA / (9500595) S-2 HUKUM KONSENTRASI HUKUM PIDANA"
179,4,2,0,4,4,0,0,0,3,0,1,1,1,JFDO50002,ASISTEN AHLI,30102473,"2473. POLITEKNIK NEGERI PONTIANAK 3
",U - UMUM 2,"(7100648) S-2 TEKNOLOGI HASIL PERKEBUNAN / (7106111) S-2 ILMU
TANAMAN / (7109126) S-2 TEKNOLOGI HASIL PERTANIAN / (7199365) S-2
ILMU DAN TEKNOLOGI PANGAN"
180,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105467,5467. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS ILMU KESEHATAN ,U - UMUM 1,(9500529) S-2 FARMASI KONSENTRASI FARMAKOLOGI (PROFESI APOTEKER)
181,5,4,0,5,5,0,0,0,4,0,1,3,3,JFDO50002,ASISTEN AHLI,30103459,3459. UNIVERSITAS KHAIRUN FAKULTAS PERIKANAN DAN KELAUTAN ,U - UMUM 4,"(7106510) S-2 ILMU KELAUTAN / (9500935) S-2 MANAJEMEN PESISIR DAN
TEKNOLOGI KELAUTAN"
182,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30101592,1592. INSTITUT SENI BUDAYA INDONESIA BANDUNG FAKULTAS SENI PERTUNJUKKAN ,U - UMUM 2,"(7199674) S-2 PENCIPTAAN DAN PENGKAJIAN SENI / (9501012) S-2
PENCIPTAAN DAN PENGKAJIAN SENI KONSENTRASI MUSIK JAWA"
183,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO50002,ASISTEN AHLI,30103620,"3620. UNIVERSITAS LAMPUNG FAKULTAS KEDOKTERAN 4
",U - UMUM 3,(7113037) S-2 FISIOLOGI
184,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105687,5687. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,(7110010) S-2 PENDIDIKAN LUAR SEKOLAH
185,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102004,2004. POLITEKNIK NEGERI BANJARMASIN JURUSAN TEKNIK ELEKTRO ,U - UMUM 2,(7102172) S-2 TEKNIK ELEKTRO
186,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30105391,5391. UNIVERSITAS SEMBILANBELAS NOVEMBER KOLAKA FAKULTAS PERTANIAN PERIKANAN DAN PETERNAKAN ,U - UMUM 2,(7100222) S-2 OCEANOGRAFI / (7199541) S-2 KELAUTAN
187,4,4,0,4,4,0,0,0,1,0,3,1,1,JFDO50002,ASISTEN AHLI,30103431,3431. UNIVERSITAS KHAIRUN FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 4,"(7100074) S-2 EKONOMI SYARIAH / (7199893) S-2 EKONOMI PEMBANGUNAN
/ (9500995) S-2 PEMBANGUNAN"
188,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104046,4046. UNIVERSITAS NEGERI GORONTALO FAKULTAS HUKUM ,U - UMUM 2,"(7103654) S-2 ILMU HUKUM KONSENTRASI HUKUM INTERNASIONAL /
(9500650) S-2 ILMU HUKUM KONSENTRASI HUKUM TATA NEGARA"
189,4,6,0,4,4,0,0,0,1,0,3,3,1,JFDO50002,ASISTEN AHLI,30104872,"4872. UNIVERSITAS PAPUA FAKULTAS KEDOKTERAN 6
",U - UMUM 6,(7199826) DOKTER
190,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102297,2297. POLITEKNIK NEGERI LHOKSEUMAWE JURUSAN TEKNOLOGI INFORMASI DAN KOMPUTER ,U - UMUM 2,"(7100143) S-2 JARINGAN CERDAS MULTIMEDIA / (7100445) S-2 TEKNIK
MULTIMEDIA / (7160010) S-2 ILMU KOMPUTER / (7199500) S-2 TEKNIK
KOMPUTER / (9500797) S-2 KOMPUTER SAINS / (9501344) S-2 TEKNIK
KOMPUTER JARINGAN"
191,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30102460,"2460. POLITEKNIK NEGERI PADANG JURUSAN TEKNIK SIPIL 1
",U - UMUM 1,(7100455) S-2 TEKNIK SIPIL GEOTEKNIK
192,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102298,2298. POLITEKNIK NEGERI LHOKSEUMAWE JURUSAN TEKNOLOGI INFORMASI DAN KOMPUTER ,U - UMUM 1,"(7100398) S-2 TEKNIK INFORMATIKA / (7100650) S-2 TEKNIK ELEKTRO
MINAT UTAMA TEKNOLOGI INFORMASI / (7109106) S-2 TEKNOLOGI
INFORMASI / (7160010) S-2 ILMU KOMPUTER / (9500797) S-2 KOMPUTER
SAINS"
